Sample.code,Latitude,Longitude,Region,Season.planted,Grain.As,Grain.P,Grain.S,Grain.Mn,Grain.Fe,Grain.Cu,Straw.As,Straw.Al,Straw.P,Straw.S,Straw.Mn,Straw.Fe,Soil.As,Soil.Al,Soil.P,Soil.S,Soil.Mn,Soil.Fe,Soil.pH,Soil.Clay,Soil.SOM,Temperature,Rainfall,Humidity,Potential.Evaporation
24VINIF_54_#1,19.179551,105.66854,North Central ,Summer-Autumn season,0.28,2005.17,268.88,21.36,120.92,2.92,0.52,733.41,631.99,390.61,885.54,397.43,11.43,57678.5,227.37,426.41,1117.09,32901.28,5.83,33.38,4.47,24.3,3.78,80.22,5.89
24VINIF_55_#1,19.359159,105.7061,North Central ,Summer-Autumn season,0.24,1440.44,249.28,13.8,19.76,0.5,1.0,95.07,724.66,306.84,370.58,136.61,6.2,32434.08,102.67,439.24,139.61,15308.57,5.01,12.42,5.04,24.24,3.9,81.87,7.26
24VINIF_56_#1,10.76916,105.35875,South,Summer-Autumn season,0.08,677.32,160.64,8.28,,1.17,0.51,298.25,395.07,200.3,276.42,362.09,6.65,40322.39,203.5,220.43,67.61,44359.92,4.3,5.27,12.9,27.33,4.5,80.29,6.66
24VINIF_57_#1,10.65651,105.39851,South,Summer-Autumn season,0.09,656.14,168.09,6.56,,1.04,0.51,194.73,319.3,185.22,172.6,281.31,8.86,39861.0,192.78,130.19,157.46,43852.46,4.15,8.93,11.34,27.38,4.47,80.67,6.18
24VINIF_58_#1,10.62356,105.41257,South,Summer-Autumn season,0.01,609.9,160.37,6.54,2.16,0.97,0.46,200.44,269.41,96.46,200.28,233.5,7.11,45412.38,234.84,241.61,48.86,49959.05,4.16,8.59,14.09,27.38,4.47,80.67,6.18
24VINIF_59_#1,10.65714,105.78298,South,Summer-Autumn season,0.13,722.87,119.96,10.02,0.18,1.2,0.53,191.42,276.28,176.11,170.16,243.46,7.06,44830.05,235.17,557.32,5.89,49318.44,3.83,9.07,20.41,27.38,4.47,80.67,6.18
24VINIF_62_#1,10.71194,105.53962,South,Summer-Autumn season,0.07,606.39,152.65,6.83,0.27,1.23,0.41,230.88,296.85,143.08,254.72,307.44,5.85,35635.28,295.21,531.19,0.42,39204.13,4.17,9.2,13.26,27.33,4.5,80.29,6.66
23Vin1_#2,10.1057,105.8947,South,Winter-Spring season,0.2,2821.63,1122.32,29.69,28.19,10.17,0.82,632.09,1123.63,2094.98,883.95,440.14,8.21,72842.91,289.63,1363.89,75.5,15721.46,4.2,33.65,15.34,27.21,4.6,83.15,6.31
23Vin2_#2,10.0717,105.928,South,Winter-Spring season,0.2,3118.56,1127.79,25.52,31.16,2.47,0.88,226.64,1104.13,1769.59,853.73,245.14,7.52,65833.22,271.88,1751.48,82.71,14081.78,4.52,26.09,15.34,27.2,4.61,83.32,6.05
23Vin3_#2,10.0734,105.9922,South,Winter-Spring season,0.11,2985.01,1148.86,20.79,55.77,2.16,0.71,183.09,1210.45,1564.67,273.65,316.68,7.75,64595.91,310.37,1152.98,81.76,16005.1,4.28,30.69,11.05,27.2,4.61,83.32,6.05
23Vin4_#2,10.1424,106.0217,South,Winter-Spring season,0.16,2965.24,1330.32,23.7,16.73,3.05,0.0,0.04,0.24,0.28,893.95,0.04,10.35,74712.27,411.11,2443.19,87.82,15648.14,4.84,37.19,17.68,27.21,4.6,83.15,6.31
23Vin5_#2,10.0753,106.1705,South,Winter-Spring season,0.21,2830.18,1028.35,20.69,20.75,1.82,5.14,508.76,1781.59,1219.94,638.0,519.53,11.8,69773.64,509.1,955.79,192.74,31554.42,4.49,15.8,9.49,27.2,4.61,83.32,6.05
23Vin6_#2,10.1243,106.5648,South,Winter-Spring season,0.11,2567.97,976.66,10.65,11.61,0.52,2.15,453.66,1381.82,1705.26,277.71,1136.62,13.57,75926.12,358.78,1427.36,88.63,24415.6,4.39,36.82,14.04,27.21,4.6,83.15,6.31
23Vin7_#2,10.1073,106.6354,South,Winter-Spring season,0.32,2744.07,1130.99,18.04,10.75,3.17,6.29,274.1,969.28,1272.99,348.48,521.41,19.74,78566.24,477.15,1259.17,172.66,44994.02,4.21,38.97,23.01,27.21,4.6,83.15,6.31
23Vin8_#2,9.9736,106.2253,South,Winter-Spring season,0.08,3070.27,1134.86,26.95,11.98,2.89,1.64,106.09,1481.95,1479.58,761.25,231.3,10.24,99346.93,452.79,1331.86,88.71,23414.5,4.39,41.3,18.85,27.22,4.67,83.2,5.57
23Vin9_#2,9.9245,106.2263,South,Winter-Spring season,0.09,2728.09,1003.93,16.79,11.78,1.48,2.14,259.82,1951.88,1210.13,322.82,308.74,10.61,69170.22,350.37,850.62,82.83,27712.93,3.95,45.8,6.24,27.22,4.67,83.2,5.57
23Vin10_#2,9.6501,105.9848,South,Winter-Spring season,0.13,3048.92,1111.42,18.01,28.91,3.38,3.45,371.06,1594.62,1659.83,457.68,481.88,10.52,66020.29,564.12,1039.71,124.04,29526.27,4.09,36.42,8.84,27.19,5.21,83.41,5.98
23Vin11_#2,9.6899,106.0144,South,Winter-Spring season,0.13,3013.63,1165.17,30.31,15.55,2.97,3.12,262.48,2202.92,1827.37,768.47,327.58,14.88,84096.31,555.29,842.45,363.73,42713.72,4.28,44.43,7.02,27.19,5.21,83.41,5.98
23Vin12_#2,9.4234,105.5691,South,Winter-Spring season,0.02,2632.4,993.8,19.05,11.07,2.01,0.95,606.66,1499.52,2542.19,546.6,474.41,10.12,94213.25,213.26,1459.36,153.08,25774.54,3.88,39.94,9.75,27.28,5.49,82.8,5.81
23Vin13_#2,9.549,105.5836,South,Winter-Spring season,0.08,2822.07,1074.99,31.37,15.86,4.44,0.65,199.01,1637.21,2021.7,1205.43,278.78,15.64,77793.13,631.32,1271.93,296.64,39480.44,3.86,36.39,5.98,27.24,5.29,83.16,5.65
23Vin14_#2,9.4431,105.4747,South,Winter-Spring season,0.04,2806.89,1141.02,27.97,12.53,3.0,0.55,376.58,1503.21,2668.76,1001.53,426.08,9.72,88418.26,287.46,1982.14,155.35,21005.63,3.28,41.77,12.74,27.28,5.49,82.8,5.81
23Vin15_#2,9.1471,105.0636,South,Winter-Spring season,0.08,2845.44,1189.27,21.73,10.75,2.69,0.57,365.0,2264.56,2331.54,1103.39,578.74,8.81,96088.18,219.99,1687.69,177.89,23677.3,3.4,39.33,11.83,27.36,5.82,82.8,5.93
23Vin16_#2,9.1118,105.0212,South,Winter-Spring season,0.15,2553.21,972.76,18.11,12.2,1.21,1.31,192.02,1371.66,1376.08,578.11,353.31,9.02,88705.14,213.18,1141.06,229.95,31458.28,4.09,41.69,8.45,27.36,5.82,82.8,5.93
23Vin17_#2,9.0821,104.9854,South,Winter-Spring season,0.03,2908.3,1066.23,24.76,27.12,2.78,0.49,649.24,1264.48,1784.68,920.47,366.3,7.6,93314.22,237.25,1709.46,282.35,26966.25,4.46,43.63,12.09,27.38,5.72,82.97,6.12
23Vin19_#2,9.3125,104.9269,South,Winter-Spring season,0.05,3254.51,1066.24,21.32,16.61,0.22,0.73,898.82,1703.67,1036.71,560.37,766.69,15.42,72427.14,309.93,4985.83,529.97,43931.64,5.01,23.39,9.62,27.29,5.61,82.71,5.81
23Vin20_#2,9.3135,104.8852,South,Winter-Spring season,0.01,2785.93,957.17,14.56,15.48,0.51,0.97,227.03,588.22,1699.16,809.71,610.99,13.91,91601.71,221.52,2252.27,281.84,33458.56,4.23,36.39,12.35,27.29,5.61,82.71,5.81
23Vin21_#2,9.3675,104.8752,South,Winter-Spring season,0.11,2897.74,1029.63,13.72,15.14,1.37,1.26,289.49,849.94,1261.83,484.91,464.68,20.22,92619.25,282.14,1890.21,211.74,38052.43,3.77,38.8,11.05,27.29,5.61,82.71,5.81
23Vin22_#2,9.868,105.2149,South,Winter-Spring season,0.09,2545.58,952.51,13.54,19.27,1.49,2.13,577.7,1515.92,2059.75,319.21,835.44,9.73,65634.23,223.86,1919.85,65.28,16393.62,3.28,31.13,17.68,27.21,4.86,83.21,5.75
23Vin24_#2,9.7738,105.2827,South,Winter-Spring season,0.07,2764.39,964.19,12.76,15.58,0.87,1.04,492.97,1488.43,1389.64,402.25,553.27,10.23,72549.85,176.42,1155.67,123.64,22697.85,3.75,37.53,12.22,27.2,4.96,83.34,5.58
23Vin26_#2,9.7388,105.4306,South,Winter-Spring season,0.11,2730.78,1004.25,24.24,13.98,1.35,1.7,549.6,1209.34,1251.56,941.61,440.44,10.59,99281.1,285.21,908.45,224.75,32459.65,3.98,41.46,6.89,27.2,4.96,83.34,5.58
23Vin28_#2,9.8812,105.6002,South,Winter-Spring season,0.02,2483.38,928.55,22.9,28.99,1.54,0.28,63.07,1229.38,2215.5,771.21,337.49,10.13,92928.93,224.79,1958.24,287.0,24105.52,3.46,63.8,13.65,27.21,4.86,83.21,5.75
23Vin30_#2,10.4899,106.1253,South,Winter-Spring season,0.02,2856.01,925.71,24.03,12.55,2.82,0.05,124.94,684.58,1812.8,643.0,261.8,11.23,85671.04,260.24,4002.07,218.44,44625.98,3.13,62.18,12.22,27.37,4.59,80.93,6.88
23Vin31_#2,10.8236,105.9294,South,Winter-Spring season,0.01,2476.49,918.6,16.8,14.3,2.86,0.6,53.99,828.41,1876.93,850.93,159.77,7.13,71501.6,295.85,1608.68,61.14,14041.42,4.06,33.19,7.28,27.26,4.57,80.36,6.87
23Vin32_#2,10.9284,105.722,South,Winter-Spring season,0.0,2480.62,968.72,24.36,14.1,3.13,1.55,378.51,1052.19,1853.1,1073.54,321.53,24.56,93223.28,434.34,2044.57,150.99,39764.48,3.88,12.74,3.9,27.08,4.51,81.17,6.59
23Vin33_#2,10.807,105.4049,South,Winter-Spring season,0.08,2673.61,1094.26,20.38,11.32,2.69,4.29,56.47,1685.47,1378.6,324.65,173.26,2.8,20993.61,215.25,553.93,28.51,5620.53,3.75,38.77,17.29,27.26,4.57,80.36,6.87
23Vin34_#2,10.6383,105.406,South,Winter-Spring season,0.38,5873.17,1840.09,29.86,28.37,2.23,0.72,57.18,1703.45,1949.48,1018.3,191.78,15.79,77916.72,392.3,790.3,192.1,31823.37,4.71,32.64,11.96,27.38,4.47,81.2,6.18
23Vin35_#2,10.5967,105.5066,South,Winter-Spring season,0.1,2345.1,1005.73,14.45,19.51,1.67,1.77,103.02,1374.43,1368.83,623.24,235.51,10.97,82917.75,297.2,886.53,187.84,31825.71,4.54,30.7,7.67,27.4,4.54,80.26,6.18
23Vin36_#2,10.509,105.6596,South,Winter-Spring season,0.06,2532.35,997.57,13.07,16.06,1.59,1.54,94.45,1296.81,1542.16,539.47,177.06,10.36,74376.29,235.94,956.31,138.35,27631.99,4.5,34.0,7.41,27.4,4.54,80.26,6.18
23Vin37_#2,10.3837,105.6468,South,Winter-Spring season,0.09,2884.18,895.79,15.3,14.29,2.07,1.27,214.61,977.11,2038.03,811.85,458.41,16.91,96341.91,388.92,1495.98,138.58,32537.18,4.0,32.45,17.68,27.31,4.61,81.87,6.56
23Vin38_#2,10.3365,105.6069,South,Winter-Spring season,0.06,2695.08,1119.98,23.48,24.6,2.01,3.75,503.12,1128.0,1241.15,682.16,583.44,11.24,93399.09,304.57,1078.74,125.45,25008.83,3.78,34.83,12.09,27.31,4.61,81.87,6.56
23Vin39_#2,10.3803,105.1477,South,Winter-Spring season,0.05,2970.68,1150.75,22.46,18.75,3.17,0.82,229.69,1325.36,1519.62,749.66,228.88,9.47,77226.78,322.9,1178.22,162.0,21438.34,3.63,34.59,12.09,27.31,4.61,81.87,6.56
23Vin40_#2,10.3718,105.1544,South,Winter-Spring season,0.03,2870.64,1028.1,24.18,18.26,3.38,0.84,592.07,1289.35,1405.23,666.32,474.79,10.14,68492.45,348.99,934.05,175.21,25134.14,4.05,29.68,14.56,27.31,4.61,81.87,6.56
23Vin41_#2,10.4242,105.0079,South,Winter-Spring season,0.05,2504.27,870.59,31.63,24.26,2.52,0.28,66.25,1199.4,1925.88,904.34,135.54,9.79,89939.22,372.28,1368.91,94.16,23521.98,3.5,72.76,11.05,27.37,4.59,80.93,6.88
23Vin42_#2,10.4757,105.0215,South,Winter-Spring season,0.13,3076.03,978.9,21.32,31.06,2.62,0.76,212.74,1209.98,1400.49,609.64,389.58,0.86,6814.76,67.08,216.48,56.37,2367.02,4.78,7.04,4.94,27.37,4.59,80.93,6.88
23Vin43_#2,10.6143,105.0205,South,Winter-Spring season,0.06,2674.47,998.85,21.28,13.33,1.0,0.35,166.05,2139.91,1105.04,780.87,218.92,0.85,6088.47,83.73,41.14,105.28,2023.64,4.78,4.8,3.64,27.38,4.47,81.2,6.18
23Vin44_#2,10.6541,105.0502,South,Winter-Spring season,0.07,2621.87,1005.87,18.72,13.03,1.96,0.56,106.68,901.14,1490.39,422.28,184.16,15.13,80119.68,506.71,1787.33,88.06,25888.56,3.85,50.77,10.53,27.38,4.47,81.2,6.18
23Vin45_#2,9.9038,105.151,South,Winter-Spring season,0.07,2681.56,1165.07,12.82,13.68,1.89,1.55,173.32,1007.71,1628.91,315.72,614.36,10.54,47167.99,287.84,1115.75,99.27,19805.23,3.38,29.29,8.84,27.22,4.67,83.2,5.57
23Vin47_#2,10.0426,105.2274,South,Winter-Spring season,0.09,2901.21,981.86,15.89,14.1,1.22,1.12,340.74,1221.36,1057.83,348.19,243.26,9.14,70159.25,302.66,1102.14,282.55,24410.76,3.49,36.59,10.14,27.2,4.61,83.32,6.05
23Vin48_#2,10.0949,105.2805,South,Winter-Spring season,0.04,2699.13,948.9,30.38,9.55,2.67,0.38,221.5,1039.68,1551.29,2072.6,187.0,10.82,74197.25,235.2,1223.09,260.45,27696.2,3.69,40.58,10.01,27.2,4.61,83.32,6.05
23Vin50_#2,10.0904,105.4246,South,Winter-Spring season,0.05,2852.3,1040.55,25.86,11.07,1.9,0.48,176.43,1086.64,1076.52,623.52,205.17,8.34,88860.73,256.58,1284.7,342.36,25792.02,3.7,38.72,8.71,27.2,4.61,83.32,6.05
23Vin51_#2,10.0668,105.5401,South,Winter-Spring season,0.1,2589.54,1016.09,21.27,16.35,1.28,0.66,182.0,1215.67,1096.2,854.49,221.17,7.99,80150.26,290.67,865.75,351.45,26197.02,4.12,36.98,8.97,27.2,4.61,83.32,6.05
23Vin52_#2,10.0739,105.6583,South,Winter-Spring season,0.02,2399.05,843.12,21.27,23.84,4.83,0.75,308.27,1295.33,1382.41,992.78,263.35,9.22,72322.4,201.77,1058.85,241.98,21896.79,3.71,31.68,12.09,27.2,4.61,83.32,6.05
23Vin53_#2,15.8952,108.3531,,Winter-Spring season,0.13,2577.86,935.79,10.41,9.86,0.99,,,,,,,5.76,29100.71,122.29,1133.2,138.72,16474.6,3.51,10.73,4.48,25.8,4.75,83.03,4.67
23Vin54_#2,15.7133,108.4487,South Central ,Winter-Spring season,0.16,2749.24,1063.46,15.93,28.99,2.42,8.19,75.26,1727.34,1570.61,248.4,363.17,6.27,21930.59,243.89,600.34,55.79,10771.39,3.68,10.73,4.48,25.8,4.75,83.03,4.67
23Vin55_#2,15.5317,108.5889,South Central ,Winter-Spring season,0.33,2957.92,1020.21,15.93,20.49,1.01,1.34,56.97,1559.22,1675.15,274.8,471.25,3.34,23197.51,329.48,873.41,114.28,11936.67,3.53,10.16,6.24,25.85,5.45,83.86,4.73
23Vin56_#2,15.6143,108.4489,South Central ,Winter-Spring season,0.11,2320.63,899.08,31.43,12.94,2.13,0.66,208.11,483.29,1066.88,1302.68,461.03,3.96,30808.87,120.02,468.29,487.84,27517.79,4.36,15.21,4.1,26.05,4.7,83.21,4.72
23Vin57_#2,15.7414,108.3676,South Central ,Winter-Spring season,0.05,2660.83,984.63,23.49,12.79,0.79,0.78,64.37,1290.66,817.99,597.35,347.11,2.0,33245.5,158.55,436.94,132.31,11152.31,4.21,18.05,6.63,25.8,4.75,83.03,4.67
23Vin58_#2,15.8889,108.2669,South Central ,Winter-Spring season,0.27,2476.36,839.05,25.23,638.99,2.71,1.05,75.47,383.01,831.72,967.64,203.96,14.09,68258.18,246.0,587.81,282.57,38203.89,3.85,19.39,7.41,25.91,5.0,83.89,4.58
23Vin59_#2,16.7203,107.306,North Central ,Winter-Spring season,0.17,2732.34,1019.36,22.73,15.31,1.76,3.06,100.36,981.03,1009.97,868.11,386.42,6.41,38786.38,202.46,661.31,107.66,15348.94,4.14,14.63,9.36,26.14,4.7,86.06,5.46
23Vin60_#2,16.6889,107.4005,North Central ,Winter-Spring season,0.08,3123.57,1049.95,18.22,14.78,1.44,0.25,97.53,1538.15,974.71,507.8,458.65,3.79,34401.37,308.39,939.98,76.84,8638.21,3.99,6.98,18.14,25.78,5.63,86.39,5.06
23Vin61_#2,16.6495,107.4774,North Central ,Winter-Spring season,0.03,2436.67,913.74,20.06,11.63,1.52,0.43,58.48,1202.07,1176.41,625.54,282.61,1.97,8501.62,167.82,447.27,41.78,2925.23,3.8,4.5,8.19,25.78,5.63,86.39,5.06
23Vin62_#2,16.5877,107.5865,North Central ,Winter-Spring season,0.09,2848.46,894.86,15.93,11.27,1.76,1.19,110.57,1446.46,1592.72,152.16,339.23,2.03,7370.61,72.5,289.1,92.1,4263.72,3.72,4.08,3.12,25.46,6.32,86.26,5.31
23Vin63_#2,16.4791,107.6247,North Central ,Winter-Spring season,0.13,2450.69,927.21,27.54,14.56,2.02,2.65,92.5,899.79,1026.1,834.48,352.08,14.01,54985.33,327.88,700.16,207.49,30881.53,3.81,9.92,9.17,25.45,6.31,85.6,6.05
23Vin64_#2,16.368,107.7324,North Central ,Winter-Spring season,0.03,2194.77,787.37,28.48,12.23,2.2,0.93,130.64,840.8,1665.1,1052.97,275.71,10.01,59617.94,463.83,1062.33,166.17,27487.83,3.88,8.32,14.43,25.83,5.69,83.81,5.08
23Vin65_#2,16.2757,108.0174,North Central ,Winter-Spring season,0.07,2448.85,896.37,24.96,16.7,1.04,0.4,87.83,893.07,993.07,863.35,481.88,1.39,13428.5,94.44,244.3,28.97,2962.61,3.68,4.28,5.26,25.16,6.78,87.2,4.73
23Vin66_#2,16.2772,107.9387,North Central ,Winter-Spring season,0.02,2495.65,925.62,14.53,13.11,0.99,0.3,39.63,1347.64,1449.47,450.79,389.3,2.54,17382.8,190.02,608.16,43.42,4681.83,3.99,5.26,7.41,25.16,6.78,87.2,4.73
23Vin67_#2,16.2717,107.8723,North Central ,Winter-Spring season,0.07,2443.76,787.19,30.72,18.73,3.12,0.41,132.9,1080.95,1265.53,1340.76,389.77,3.62,26669.32,272.03,426.97,98.1,10621.64,3.81,5.94,6.43,25.16,6.78,87.2,4.73
23Vin68_#2,16.3331,107.7603,North Central ,Winter-Spring season,0.09,2548.05,833.42,14.04,17.1,1.66,1.55,174.49,1301.61,1058.38,406.07,313.92,7.25,43294.69,294.59,989.26,92.22,14434.65,3.8,13.6,14.24,25.83,5.69,83.81,5.08
23Vin69_#2,16.4199,107.5683,North Central ,Winter-Spring season,0.22,2906.01,1142.03,21.45,23.5,1.27,4.49,126.04,1425.66,1265.63,630.9,621.2,13.83,66006.68,461.83,712.73,244.55,34837.8,3.85,10.08,5.85,25.45,6.31,85.6,6.05
23Vin70_#2,16.4996,107.5286,North Central ,Winter-Spring season,0.18,2776.73,885.17,19.72,15.04,1.35,2.1,111.46,843.01,1340.0,348.61,239.96,10.33,45079.44,180.98,660.88,103.79,21324.66,3.85,23.07,4.48,25.45,6.31,85.6,6.05
23Vin71_#2,16.5056,107.4934,North Central ,Winter-Spring season,0.1,2476.88,859.18,16.27,21.2,1.88,,,,,,,4.5,25823.46,233.89,441.19,74.79,10796.85,4.0,11.14,4.68,25.46,6.32,86.26,5.31
23Vin72_#2,16.5964,107.3486,North Central ,Winter-Spring season,0.05,2285.78,1033.15,16.48,49.19,2.84,2.52,118.2,1026.02,1564.71,671.02,350.34,9.66,61287.55,347.71,618.91,133.54,20306.5,4.15,9.36,9.75,25.46,6.32,86.26,5.31
23Vin73_#2,16.9976,107.0542,North Central ,Winter-Spring season,0.1,2860.7,982.57,19.73,25.23,0.88,1.22,84.61,1444.94,896.28,465.07,464.9,5.82,38877.01,178.68,362.45,86.9,16843.29,4.15,16.4,5.26,25.47,4.32,84.76,6.09
23Vin74_#2,16.6488,107.3033,North Central ,Winter-Spring season,0.12,2814.72,931.9,20.21,16.49,1.59,2.49,153.68,728.38,1141.95,255.94,318.3,6.56,43255.5,264.77,607.77,91.67,13620.65,3.96,8.5,8.0,25.78,5.63,86.39,5.06
23Vin75_#2,16.7899,107.1966,North Central ,Winter-Spring season,0.17,2931.2,844.81,24.18,18.08,0.38,2.32,106.08,1313.14,626.19,295.59,417.93,7.05,36443.89,239.06,358.09,257.97,21886.56,4.06,11.94,4.09,26.14,4.7,86.06,5.46
23Vin76_#2,16.8213,107.1255,North Central ,Winter-Spring season,0.16,3265.69,1116.88,22.92,26.21,1.64,1.53,69.04,1855.99,1212.03,493.37,370.56,10.06,53516.42,284.81,614.6,107.11,30378.5,3.9,21.92,7.21,25.68,4.4,85.46,5.43
23Vin77_#2,16.9731,107.0765,North Central ,Winter-Spring season,0.18,2558.06,1127.78,12.94,11.25,1.89,2.01,103.05,1021.32,1680.94,190.67,484.71,3.62,16746.79,82.44,459.17,47.55,9142.63,3.99,9.8,4.29,25.47,4.32,84.76,6.09
23Vin78_#2,17.5953,106.5266,North Central ,Winter-Spring season,0.12,2804.77,869.36,18.67,18.45,0.64,0.85,786.44,1878.64,1229.13,498.02,818.5,1.72,14106.98,113.84,242.43,40.33,5075.75,4.3,9.22,5.46,24.59,4.21,84.74,6.26
23Vin79_#2,17.6885,106.4821,North Central ,Winter-Spring season,0.01,2880.43,951.32,11.32,8.66,0.23,0.42,220.78,2422.72,1613.87,213.45,347.13,1.52,10048.18,61.3,182.17,23.53,2944.09,4.53,6.28,2.93,24.78,4.16,84.91,5.05
23Vin80_#2,17.7407,106.4419,North Central ,Winter-Spring season,0.03,2311.55,723.48,15.8,13.52,1.09,0.97,114.25,1311.35,1086.91,611.72,313.36,3.91,19530.95,133.52,337.17,57.69,12554.48,5.07,10.64,3.31,24.88,4.03,84.44,4.88
23Vin81_#2,17.8702,106.4295,North Central ,Winter-Spring season,0.15,2520.85,902.07,16.18,16.31,0.59,3.94,72.46,2009.92,1334.71,415.14,562.46,7.74,34804.52,166.79,536.1,149.8,20487.88,4.18,15.72,6.04,24.95,3.83,83.42,5.2
23Vin82_#2,18.7377,105.7663,North Central ,Winter-Spring season,0.1,3003.6,1013.66,23.06,16.94,3.02,0.86,226.47,619.76,1827.14,503.68,579.4,14.42,39181.9,232.17,542.06,132.54,30801.42,4.37,17.0,1.76,24.88,3.74,78.88,4.31
23Vin83_#2,18.0763,106.3312,North Central ,Winter-Spring season,0.13,2536.46,930.16,13.12,20.7,2.79,0.75,113.12,1129.46,2114.43,296.54,351.72,1.24,4645.06,66.55,34.22,63.64,2147.31,4.23,2.18,2.14,25.01,3.7,82.51,5.58
23Vin84_#2,18.1649,106.2829,North Central ,Winter-Spring season,0.04,2473.0,1024.59,29.61,12.43,3.18,1.06,77.02,995.69,2255.48,1375.21,394.19,16.96,32778.17,156.65,301.43,190.9,28121.76,4.3,21.2,4.29,25.12,3.92,81.67,5.33
23Vin85_#2,18.2207,106.16,North Central ,Winter-Spring season,0.04,1747.99,820.9,25.87,13.91,2.72,0.38,103.87,722.13,2638.98,1585.05,268.72,1.41,14313.67,90.88,93.1,210.81,5251.85,3.78,7.54,5.27,24.98,4.32,82.0,4.49
23Vin86_#2,18.3652,105.9669,North Central ,Winter-Spring season,0.21,2769.73,938.74,14.86,16.45,0.23,3.92,157.32,2438.18,1310.77,199.38,709.62,13.15,30810.14,214.46,311.45,61.61,25249.92,3.88,16.75,6.83,24.79,4.56,82.21,4.38
23Vin88_#2,18.4409,105.7941,North Central ,Winter-Spring season,0.12,2912.37,948.44,18.17,22.01,1.22,2.94,175.7,2121.48,1711.02,541.75,403.6,7.85,27622.07,235.93,414.89,70.22,16824.42,3.94,14.87,9.75,24.85,4.39,81.44,4.33
23Vin89_#2,18.5914,105.737,North Central ,Winter-Spring season,0.14,2725.68,1097.17,21.51,13.02,1.62,2.91,51.33,868.03,1323.98,616.24,174.4,14.05,36435.99,98.71,332.73,72.76,16256.91,3.69,18.47,8.19,24.48,4.28,81.3,4.27
23Vin90_#2,19.1032,105.6014,North Central ,Winter-Spring season,0.37,3274.37,965.28,24.76,14.05,0.7,5.52,88.49,1674.38,1055.61,431.29,207.92,8.57,28709.79,427.21,294.68,333.6,21399.12,4.82,14.39,12.29,24.3,3.78,76.04,5.89
23Vin91_#2,19.1379,105.6342,North Central ,Winter-Spring season,0.22,2588.96,762.38,21.01,12.41,1.09,4.35,71.02,1527.4,1057.57,392.02,156.09,11.42,41165.61,339.76,410.92,601.33,28035.22,5.84,21.52,10.92,24.3,3.78,76.04,5.89
23Vin92_#2,19.1799,105.6704,North Central ,Winter-Spring season,0.1,3154.9,844.31,27.04,14.54,1.94,2.15,134.49,1757.46,1109.65,1003.09,276.58,14.2,58431.89,393.91,399.25,1078.16,38368.37,5.39,33.38,11.12,24.3,3.78,76.04,5.89
23Vin93_#2,21.1414,105.4817,North,Winter-Spring season,0.04,1837.75,1123.17,26.17,12.47,3.61,0.81,291.3,1240.15,1573.41,988.4,318.62,9.05,50440.12,175.73,331.92,117.41,22758.0,4.4,31.53,12.09,23.81,4.92,77.92,5.35
23Vin94_#2,21.1817,105.4411,North,Winter-Spring season,0.13,2923.24,1041.91,23.84,28.24,3.74,4.12,140.17,3172.26,1167.93,835.79,313.98,10.36,44395.18,339.97,310.28,247.32,29410.41,4.55,20.86,8.0,23.81,4.92,77.92,5.35
23Vin96_#2,21.285,105.4014,North,Winter-Spring season,0.04,2408.56,1022.73,25.04,19.32,4.16,0.8,202.34,1787.96,1375.44,1006.92,286.46,12.55,44142.66,259.15,316.52,163.04,28353.4,4.33,18.59,9.75,23.54,5.03,77.91,5.68
23Vin97_#2,21.3153,105.355,North,Winter-Spring season,0.13,2616.26,864.52,42.3,25.19,2.58,4.56,262.64,2985.18,1527.85,1606.35,296.6,18.19,67580.95,532.65,769.7,419.37,40770.71,4.54,27.52,8.0,23.53,4.98,78.08,5.04
23Vin98_#2,21.2961,105.295,North,Winter-Spring season,0.05,2532.11,845.11,42.09,18.45,3.27,1.36,107.13,3724.32,1573.44,1538.89,215.95,10.34,35648.12,534.88,215.19,453.38,25629.14,5.41,17.68,2.15,23.54,5.03,77.91,5.68
23Vin99_#2,21.4175,105.5206,North,Winter-Spring season,0.08,2736.25,910.75,21.83,28.75,2.5,1.93,210.64,2633.25,1008.32,608.42,228.2,19.31,54717.87,485.72,356.37,287.82,27805.98,4.09,21.36,4.88,23.38,4.91,78.73,4.99
23Vin100_#2,21.4053,105.6081,North,Winter-Spring season,0.01,2785.59,1052.89,31.32,22.71,3.54,1.34,805.89,3814.89,1512.99,1194.55,501.02,12.69,32417.28,467.21,515.15,196.35,19346.73,4.18,12.2,4.49,23.38,4.91,78.73,4.99
23Vin101_#2,21.27,105.6633,North,Winter-Spring season,0.07,2488.86,903.54,21.21,16.02,1.53,0.62,266.89,1974.59,1458.82,848.93,312.6,8.32,16700.97,626.7,320.26,438.33,12797.24,4.21,10.41,0.58,23.54,5.03,77.91,5.68
23Vin102_#2,19.8283,105.6311,North,Winter-Spring season,0.05,2608.06,972.34,20.75,15.34,2.31,1.79,327.25,1975.5,1087.41,578.02,489.68,13.06,44847.13,291.27,577.09,154.54,23179.88,3.85,16.3,4.29,23.9,4.15,79.09,5.42
23Vin103_#2,19.6664,105.7903,North,Winter-Spring season,0.01,2468.22,832.41,30.26,19.25,1.77,0.34,39.35,941.58,1135.53,707.7,121.33,4.46,13851.09,341.08,497.16,75.03,7476.12,4.02,5.96,4.49,23.84,4.58,77.82,7.87
